MinTemp,MaxTemp,Rainfall,Humidity9am,Humidity3pm,RainToday,RainTomorrow
25.2,33.5,0.6,79.0,52.0,0,1
14.3,20.3,4.2,78.0,69.0,1,0
15.7,26.1,0.0,69.0,65.0,0,0
10.8,23.4,0.0,69.0,46.0,0,0
8.8,18.4,0.0,40.0,30.0,0,0
11.6,19.0,4.6,84.0,54.0,1,0
11.8,18.5,0.4,79.0,59.0,0,0
14.3,20.9,0.0,77.0,83.0,0,1
23.4,29.0,128.2,87.0,81.0,1,1
6.7,18.1,0.0,77.0,39.0,0,0
25.9,34.1,0.0,72.0,50.0,0,0
-6.2,15.4,0.0,88.0,31.0,0,0
4.8,18.5,0.0,80.0,49.0,0,0
17.1,30.5,0.0,50.0,45.0,0,0
5.1,24.7,0.2,68.0,30.0,0,0
7.9,18.6,0.0,83.0,94.0,0,1
15.6,22.8,5.0,73.0,27.0,1,1
20.1,29.1,0.0,74.0,29.0,0,0
10.2,22.5,0.0,44.0,40.0,0,1
17.0,19.0,0.0,75.0,58.0,0,0
22.0,28.3,1.4,67.0,78.0,1,1
13.8,23.0,0.0,46.0,28.0,0,0
16.9,26.5,0.0,55.0,60.0,0,0
18.7,25.2,0.0,67.0,66.0,0,0
12.3,26.8,0.0,56.0,21.0,0,0
11.7,26.5,0.0,75.0,40.0,0,0
9.8,13.4,9.2,72.0,60.0,1,0
12.7,22.2,0.0,78.0,59.0,0,0
19.8,22.2,4.8,95.0,92.0,1,1
8.5,23.2,0.2,45.0,47.0,0,0
17.6,19.1,16.4,95.0,92.0,1,1
10.9,25.0,0.0,76.0,55.0,0,0
5.3,16.1,0.0,47.0,29.0,0,0
16.1,17.9,45.6,96.0,95.0,1,1
21.9,26.0,0.0,83.0,80.0,0,0
24.5,32.9,0.0,75.0,64.0,0,0
8.6,13.5,2.2,74.0,76.0,1,0
11.2,21.8,0.0,66.0,59.0,0,0
5.6,16.4,0.0,70.0,44.0,0,0
12.5,15.7,0.2,73.0,77.0,0,1
15.1,19.5,6.2,92.0,72.0,1,0
13.5,23.1,0.8,65.0,44.0,0,1
16.8,28.2,0.0,56.0,69.0,0,0
7.3,13.0,9.6,91.0,83.0,1,1
9.2,23.0,0.0,78.0,38.0,0,0
19.9,25.5,0.0,58.0,51.0,0,0
6.0,17.9,0.0,50.0,33.0,0,0
21.1,26.8,0.0,60.0,63.0,0,0
22.4,28.8,1.4,85.0,52.0,1,0
10.9,18.7,0.2,66.0,80.0,0,0
13.7,30.2,0.0,61.0,33.0,0,0
5.0,20.7,0.2,94.0,43.0,0,0
13.9,27.8,0.0,56.0,29.0,0,0
1.2,12.8,0.8,85.0,69.0,0,0
16.9,27.1,0.0,57.0,55.0,0,0
26.9,32.8,0.0,84.0,56.0,0,1
9.1,22.8,0.0,66.0,52.0,0,0
12.1,21.9,0.0,66.0,43.0,0,0
1.2,4.6,21.4,98.0,98.0,1,1
9.6,25.9,0.0,48.0,16.0,0,0
11.5,13.3,22.2,99.0,99.0,1,1
1.0,14.9,7.0,99.0,86.0,1,0
11.6,19.0,4.6,81.0,51.0,1,0
2.1,16.3,0.2,78.0,59.0,0,0
21.8,32.9,0.0,65.0,48.0,0,0
14.9,20.4,0.0,84.0,57.0,0,0
6.5,26.1,0.0,46.0,41.0,0,1
8.7,19.0,0.0,68.0,61.0,0,0
12.3,21.6,0.8,74.0,47.0,0,0
24.3,31.8,31.4,89.0,67.0,1,1
11.6,29.6,0.0,75.0,32.0,0,0
25.8,32.9,1.4,77.0,69.0,1,0
24.4,31.9,0.6,77.0,87.0,0,1
1.1,13.2,0.2,100.0,74.0,0,0
10.3,16.8,0.4,78.0,63.0,0,1
17.2,21.2,0.8,63.0,62.0,0,0
13.1,20.2,0.4,70.0,58.0,0,0
3.1,12.3,0.0,68.0,68.0,0,0
7.5,16.3,6.0,94.0,64.0,1,1
-0.5,2.7,0.0,42.0,91.0,0,1
10.7,18.6,1.0,82.0,67.0,0,1
17.2,39.4,0.0,64.0,13.0,0,0
22.2,32.6,5.6,58.0,53.0,1,1
5.5,17.3,0.0,83.0,54.0,0,0
7.2,16.0,0.6,80.0,66.0,0,1
14.5,24.0,0.0,29.0,15.0,0,0
17.1,32.1,0.0,40.0,11.0,0,0
23.7,30.4,7.6,61.0,58.0,1,1
13.1,22.3,8.2,55.0,25.0,1,0
16.8,23.5,2.2,91.0,83.0,1,1
5.9,11.4,7.4,84.0,51.0,1,0
18.6,25.8,13.6,60.0,42.0,1,0
10.7,22.6,0.0,98.0,36.0,0,0
14.5,21.7,26.6,74.0,50.0,1,0
4.5,12.7,0.0,99.0,71.0,0,0
21.3,26.0,0.6,96.0,87.0,0,1
22.6,36.2,2.0,56.0,31.0,1,0
5.7,20.9,0.0,75.0,55.0,0,0
15.5,24.5,0.0,79.0,67.0,0,0
8.1,13.0,1.6,64.0,65.0,1,0
18.8,29.8,0.0,50.0,32.0,0,0
20.1,25.7,0.0,67.0,68.0,0,0
9.3,27.0,0.0,43.0,25.0,0,0
14.0,25.2,0.0,66.0,50.0,0,0
15.2,28.8,0.0,87.0,36.0,0,0
10.9,21.4,0.0,95.0,58.0,0,1
20.2,25.6,1.4,64.0,56.0,1,1
2.0,17.0,0.0,70.0,60.0,0,0
11.7,21.0,0.0,76.0,48.0,0,0
15.6,32.5,0.0,64.0,56.0,0,0
11.2,24.6,0.0,77.0,36.0,0,1
14.8,36.8,0.0,80.0,19.0,0,0
14.6,33.9,0.0,36.0,18.0,0,0
16.2,23.4,0.0,65.0,62.0,0,1
10.4,25.6,0.0,52.0,27.0,0,0
6.9,22.9,0.0,66.0,45.0,0,0
4.8,11.2,0.2,72.0,64.0,0,0
14.0,15.7,14.8,96.0,93.0,1,1
10.5,18.9,0.0,40.0,29.0,0,0
1.8,13.1,0.0,70.0,50.0,0,0
20.8,32.1,0.6,86.0,53.0,0,1
21.4,25.2,3.0,84.0,77.0,1,0
17.5,22.3,1.8,89.0,75.0,1,0
13.1,25.9,0.0,83.0,37.0,0,0
5.4,14.0,0.0,75.0,60.0,0,0
18.5,31.7,0.0,63.0,52.0,0,0
0.9,20.0,0.0,85.0,39.0,0,0
3.6,17.2,0.2,95.0,45.0,0,0
6.7,13.7,0.0,69.0,53.0,0,0
1.6,14.7,0.4,92.0,75.0,0,1
20.2,29.1,15.0,74.0,50.0,1,0
22.8,28.6,0.0,67.0,65.0,0,0
1.9,13.6,0.0,54.0,45.0,0,0
16.8,21.2,5.4,55.0,69.0,1,0
8.8,35.1,0.0,28.0,9.0,0,0
16.4,18.1,8.2,95.0,93.0,1,1
4.0,12.4,5.2,99.0,84.0,1,1
13.0,18.0,0.0,72.0,100.0,0,1
11.6,19.6,0.0,71.0,64.0,0,0
10.8,16.6,26.8,93.0,78.0,1,1
12.3,24.2,5.0,84.0,50.0,1,1
17.7,26.1,7.2,83.0,58.0,1,0
13.2,26.5,0.0,49.0,28.0,0,0
10.3,21.3,0.0,56.0,40.0,0,0
16.0,21.5,4.2,86.0,65.0,1,1
10.1,16.0,1.2,93.0,58.0,1,1
11.2,19.2,0.0,80.0,71.0,0,0
1.7,19.5,0.0,69.0,32.0,0,0
3.7,20.5,0.0,78.0,45.0,0,0
5.6,17.3,0.0,80.0,48.0,0,0
7.3,18.5,13.6,99.0,99.0,1,1
14.4,28.1,0.0,38.0,20.0,0,0
4.8,20.5,0.0,77.0,39.0,0,1
9.7,24.3,0.0,51.0,25.0,0,0
9.4,21.7,0.6,49.0,47.0,0,1
26.3,34.8,4.0,81.0,57.0,1,0
3.4,12.3,0.2,85.0,83.0,0,0
19.7,35.5,0.0,81.0,40.0,0,0
8.9,17.4,2.2,65.0,45.0,1,1
8.9,18.5,0.0,70.0,52.0,0,0
21.1,31.3,0.0,55.0,38.0,0,0
6.8,12.2,3.0,83.0,63.0,1,0
7.4,15.2,0.0,95.0,84.0,0,0
19.8,24.8,39.8,98.0,94.0,1,1
10.3,19.5,10.0,92.0,70.0,1,1
1.2,14.8,0.0,81.0,49.0,0,0
2.7,14.1,10.2,68.0,57.0,1,0
16.9,24.0,29.4,98.0,45.0,1,0
20.0,29.0,5.4,72.0,70.0,1,0
17.4,24.5,0.0,56.0,57.0,0,0
27.8,33.4,0.0,69.0,61.0,0,1
9.6,19.5,0.0,65.0,51.0,0,0
10.9,16.8,0.2,60.0,70.0,0,0
17.3,19.2,8.8,98.0,99.0,1,1
7.0,23.4,0.0,61.0,28.0,0,0
9.3,15.1,17.8,70.0,62.0,1,0
22.3,30.3,0.4,69.0,58.0,0,0
19.0,32.8,0.0,47.0,27.0,0,0
8.7,13.5,16.4,95.0,91.0,1,1
11.1,14.2,12.0,72.0,69.0,1,1
11.9,16.2,0.0,66.0,66.0,0,0
13.6,15.2,12.6,91.0,89.0,1,1
7.7,27.6,0.0,43.0,14.0,0,0
18.9,24.9,3.4,68.0,54.0,1,0
9.7,26.5,0.0,64.0,31.0,0,0
19.4,34.4,0.0,81.0,37.0,0,0
5.9,20.1,0.0,55.0,30.0,0,0
6.7,17.8,0.4,56.0,34.0,0,0
18.1,22.7,0.6,71.0,63.0,0,0
8.2,32.8,0.0,33.0,23.0,0,0
10.7,17.4,12.4,59.0,58.0,1,1
11.4,16.9,0.2,72.0,61.0,0,0
17.3,23.1,0.0,83.0,70.0,0,0
14.3,20.0,0.2,71.0,71.0,0,0
21.4,28.2,0.0,71.0,60.0,0,0
10.7,18.4,0.0,85.0,65.0,0,0
5.3,26.7,0.0,99.0,30.0,0,0
20.9,36.7,0.4,51.0,31.0,0,0
8.3,25.4,0.0,67.0,48.0,0,0
6.9,14.1,3.6,87.0,57.0,1,0
20.1,24.8,0.0,92.0,83.0,0,0
18.2,30.9,0.0,67.0,45.0,0,1
21.6,38.1,0.0,33.0,22.0,0,0
12.5,25.7,0.0,72.0,41.0,0,0
13.2,23.5,0.0,66.0,31.0,0,1
7.5,11.5,1.6,93.0,69.0,1,1
22.0,32.7,0.0,53.0,33.0,0,0
21.9,29.1,0.0,66.0,58.0,0,0
10.5,23.0,0.2,50.0,52.0,0,1
8.9,19.8,0.0,75.0,50.0,0,0
23.1,37.4,0.0,51.0,34.0,0,0
16.8,25.4,0.0,42.0,41.0,0,1
-3.4,16.7,0.0,75.0,29.0,0,0
14.5,31.2,0.0,75.0,36.0,0,0
4.0,13.0,0.0,93.0,80.0,0,1
9.0,22.9,0.2,43.0,25.0,0,0
9.0,21.6,0.0,40.0,31.0,0,0
12.2,19.2,0.0,78.0,62.0,0,0
19.5,42.3,0.0,66.0,20.0,0,1
18.2,33.2,0.0,47.0,19.0,0,0
8.9,14.1,5.2,90.0,83.0,1,1
13.7,28.1,0.0,76.0,48.0,0,0
19.7,40.5,0.0,11.0,8.0,0,0
9.4,15.7,0.2,71.0,59.0,0,1
18.5,27.9,0.2,73.0,39.0,0,0
18.8,31.8,0.0,70.0,37.0,0,0
5.7,27.2,0.0,53.0,18.0,0,0
21.4,26.5,0.0,72.0,56.0,0,0
18.3,28.1,15.6,78.0,42.0,1,0
19.5,30.5,0.0,30.0,21.0,0,0
12.1,32.7,0.0,99.0,20.0,0,0
1.2,12.1,0.0,87.0,53.0,0,0
2.3,17.0,0.0,75.0,62.0,0,0
-0.1,18.0,0.0,83.0,46.0,0,0
3.5,20.7,0.0,90.0,61.0,0,0
21.1,25.4,0.0,88.0,90.0,0,0
14.7,36.2,0.0,52.0,27.0,0,0
-1.0,18.6,0.0,55.0,23.0,0,0
11.3,21.6,0.0,42.0,27.0,0,0
22.4,37.2,0.0,36.0,20.0,0,0
19.6,22.5,5.4,65.0,55.0,1,0
8.7,18.5,76.8,91.0,83.0,1,1
19.5,36.0,0.0,53.0,21.0,0,0
18.5,23.0,0.0,78.0,82.0,0,0
14.8,18.0,0.0,75.0,84.0,0,0
5.6,24.9,0.0,38.0,19.0,0,0
5.1,15.3,0.6,78.0,48.0,0,0
9.1,19.4,1.6,53.0,35.0,1,0
18.4,19.9,17.0,88.0,78.0,1,1
12.6,17.9,6.6,99.0,79.0,1,0
10.7,24.9,0.0,56.0,38.0,0,0
14.5,24.4,0.0,39.0,28.0,0,1
18.8,25.6,0.0,64.0,92.0,0,1
27.9,34.5,0.0,72.0,63.0,0,1
11.9,23.6,0.0,27.0,57.0,0,0
18.1,26.0,2.2,73.0,58.0,1,0
7.6,25.3,0.0,53.0,23.0,0,0
10.6,22.8,0.0,39.0,26.0,0,0
9.7,12.6,14.8,92.0,67.0,1,1
8.1,14.5,13.4,93.0,77.0,1,1
17.0,28.2,0.0,64.0,45.0,0,0
16.1,26.9,0.0,56.0,54.0,0,0
5.8,15.1,0.0,72.0,55.0,0,1
13.8,23.5,0.4,38.0,23.0,0,0
16.1,29.3,0.2,70.0,25.0,0,0
9.3,18.7,0.0,79.0,55.0,0,1
18.4,26.6,0.0,66.0,20.0,0,0
13.1,19.2,0.0,62.0,53.0,0,0
9.8,21.6,1.2,69.0,57.0,1,0
1.3,19.7,0.0,81.0,37.0,0,0
2.1,20.0,0.0,43.0,18.0,0,0
12.4,16.9,50.4,82.0,74.0,1,1
18.0,28.7,0.0,61.0,54.0,0,0
9.2,15.1,1.4,84.0,53.0,1,1
15.5,29.7,1.2,56.0,23.0,1,0
7.1,13.6,0.0,71.0,75.0,0,1
4.6,16.0,0.0,60.0,53.0,0,0
13.8,33.6,0.0,47.0,17.0,0,0
5.9,15.0,0.6,67.0,43.0,0,0
17.0,22.5,7.2,93.0,91.0,1,1
9.9,21.6,0.0,60.0,36.0,0,0
7.8,20.0,0.0,97.0,63.0,0,0
19.5,23.4,0.0,71.0,66.0,0,1
8.6,16.9,8.8,92.0,89.0,1,0
13.7,28.9,0.0,42.0,18.0,0,0
12.4,29.0,0.0,53.0,33.0,0,1
5.3,19.6,0.0,58.0,44.0,0,0
8.0,19.7,0.0,69.0,85.0,0,1
11.4,24.9,0.0,47.0,29.0,0,0
10.1,17.6,0.4,71.0,52.0,0,0
6.9,16.1,0.0,61.0,52.0,0,0
7.3,11.8,0.2,88.0,75.0,0,1
-0.2,19.0,0.2,94.0,49.0,0,0
14.9,27.6,0.0,42.0,63.0,0,0
12.8,26.5,0.4,99.0,39.0,0,0
13.6,20.4,1.2,59.0,50.0,1,0
15.7,23.5,0.0,61.0,74.0,0,0
13.4,21.1,0.0,73.0,68.0,0,0
18.1,26.9,35.4,61.0,54.0,1,1
11.0,26.3,0.0,45.0,26.0,0,0
14.3,23.6,0.0,58.0,69.0,0,0
12.2,21.8,0.0,65.0,42.0,0,0
16.1,25.8,2.4,84.0,63.0,1,0
21.4,37.7,0.0,36.0,21.0,0,0
21.4,27.3,23.4,90.0,66.0,1,1
17.0,30.8,0.0,66.0,29.0,0,0
20.6,30.0,4.6,91.0,71.0,1,0
13.8,21.3,2.8,72.0,59.0,1,0
6.2,18.7,0.0,44.0,34.0,0,0
5.9,12.3,0.0,95.0,87.0,0,1
16.0,21.8,1.2,47.0,39.0,1,0
22.1,37.2,0.0,39.0,25.0,0,0
3.4,11.7,6.0,48.0,42.0,1,0
24.3,31.3,2.0,74.0,63.0,1,0
10.4,22.7,0.0,70.0,51.0,0,0
7.3,18.2,0.0,64.0,50.0,0,0
6.5,12.8,0.0,87.0,71.0,0,0
11.0,20.0,1.2,96.0,52.0,1,0
8.2,16.4,0.6,63.0,49.0,0,0
9.5,12.5,1.0,73.0,69.0,0,1
17.0,32.6,0.0,47.0,22.0,0,1
10.3,17.8,0.0,71.0,54.0,0,0
13.3,18.8,2.0,97.0,85.0,1,1
15.3,20.9,0.0,72.0,69.0,0,0
23.3,30.5,0.4,73.0,70.0,0,0
17.2,22.4,3.8,93.0,62.0,1,1
12.8,20.5,1.6,72.0,59.0,1,0
17.1,26.2,0.6,74.0,56.0,0,0
17.6,22.5,0.0,86.0,97.0,0,1
12.2,19.5,1.8,81.0,60.0,1,1
19.3,25.1,0.0,86.0,69.0,0,0
19.6,26.1,50.6,94.0,72.0,1,0
9.8,31.7,0.0,66.0,27.0,0,0
8.5,21.2,0.6,44.0,35.0,0,0
15.8,22.3,0.8,91.0,61.0,0,1
5.6,20.0,0.0,75.0,61.0,0,0
20.7,39.9,0.0,24.0,8.0,0,0
19.2,35.4,0.0,33.0,13.0,0,0
19.7,32.4,0.0,60.0,36.0,0,0
5.9,15.3,1.8,92.0,86.0,1,1
23.9,29.8,0.8,80.0,71.0,0,1
23.9,38.4,0.0,29.0,17.0,0,0
22.8,33.2,0.0,55.0,40.0,0,0
5.3,16.8,0.0,63.0,39.0,0,0
8.5,23.3,0.0,51.0,26.0,0,0
2.2,11.0,0.0,16.0,62.0,0,0
12.4,27.2,0.6,49.0,20.0,0,0
16.1,18.8,0.6,91.0,80.0,0,1
4.3,11.7,0.2,99.0,98.0,0,1
22.8,24.7,0.0,68.0,67.0,0,1
9.6,19.8,0.4,88.0,71.0,0,1
8.3,19.8,4.2,89.0,60.0,1,1
16.8,23.3,1.4,70.0,79.0,1,0
6.2,18.0,0.6,65.0,39.0,0,0
12.3,24.3,0.0,53.0,45.0,0,0
15.3,20.8,13.6,47.0,45.0,1,1
19.7,30.4,0.0,71.0,43.0,0,0
15.4,26.1,0.0,84.0,59.0,0,0
20.0,22.4,0.0,69.0,83.0,0,0
12.9,26.5,0.0,70.0,40.0,0,0
10.4,12.7,1.0,86.0,91.0,0,1
6.2,18.3,0.0,68.0,42.0,0,0
9.1,16.2,0.0,59.0,72.0,0,1
17.5,33.7,0.0,59.0,22.0,0,0
20.8,26.0,0.0,69.0,60.0,0,1
17.2,25.8,0.0,70.0,74.0,0,1
25.8,33.4,0.6,72.0,76.0,0,1
9.5,21.7,0.2,58.0,51.0,0,1
6.7,14.1,6.2,89.0,47.0,1,0
8.7,13.9,0.4,71.0,58.0,0,0
5.4,12.2,0.0,62.0,46.0,0,0
10.5,16.2,0.0,82.0,56.0,0,0
23.1,28.2,0.0,90.0,77.0,0,0
4.8,13.9,0.0,44.0,36.0,0,0
10.1,20.3,0.0,52.0,37.0,0,0
16.5,26.8,0.0,64.0,48.0,0,0
0.6,18.0,0.0,63.0,25.0,0,0
11.7,24.6,0.0,65.0,57.0,0,0
11.1,17.7,30.2,90.0,91.0,1,1
10.8,24.2,0.0,58.0,26.0,0,0
21.6,31.3,0.0,61.0,56.0,0,0
4.2,18.2,0.0,99.0,47.0,0,0
1.8,12.5,3.6,100.0,56.0,1,0
16.1,22.4,0.0,84.0,68.0,0,0
10.5,20.3,0.4,81.0,51.0,0,0
6.6,17.0,0.0,86.0,57.0,0,0
12.8,21.9,5.2,44.0,43.0,1,0
14.4,25.9,0.0,21.0,15.0,0,1
18.6,28.8,0.0,51.0,54.0,0,0
7.5,18.3,6.6,81.0,61.0,1,1
22.7,30.6,0.8,64.0,54.0,0,0
7.6,12.0,7.8,82.0,62.0,1,0
20.6,24.7,2.6,94.0,87.0,1,1
3.8,11.8,1.0,98.0,79.0,0,1
14.2,27.8,0.0,76.0,34.0,0,0
23.3,39.4,0.0,33.0,21.0,0,0
10.0,23.1,0.0,46.0,25.0,0,0
19.0,24.0,0.0,62.0,59.0,0,0
16.7,21.3,1.4,66.0,57.0,1,1
4.4,14.7,0.0,99.0,74.0,0,0
17.3,32.0,0.0,67.0,50.0,0,0
12.6,23.4,0.0,78.0,62.0,0,0
16.0,24.2,7.0,66.0,56.0,1,0
7.5,17.8,0.0,72.0,46.0,0,0
18.1,23.9,53.6,92.0,55.0,1,1
15.4,25.7,0.0,55.0,56.0,0,0
7.7,13.7,0.0,73.0,72.0,0,0
6.7,14.1,3.0,97.0,76.0,1,1
24.0,29.2,0.0,35.0,86.0,0,1
15.2,27.4,0.0,68.0,48.0,0,0
11.0,22.3,0.0,66.0,47.0,0,0
10.4,18.7,2.6,80.0,51.0,1,0
17.4,21.9,1.0,91.0,77.0,0,0
22.7,25.6,4.2,81.0,93.0,1,1
14.7,22.7,0.0,67.0,65.0,0,0
13.0,28.9,0.0,60.0,37.0,0,0
23.2,31.5,0.0,74.0,47.0,0,1
6.4,17.0,0.0,49.0,32.0,0,0
25.2,33.8,0.0,76.0,43.0,0,0
9.3,17.1,7.8,90.0,51.0,1,0
6.7,18.3,0.0,82.0,45.0,0,0
2.3,16.5,0.0,76.0,53.0,0,0
7.6,13.9,1.8,99.0,70.0,1,0
16.2,31.8,0.0,73.0,36.0,0,0
11.2,19.9,0.0,70.0,63.0,0,0
10.4,18.0,1.4,82.0,57.0,1,1
13.7,20.3,3.2,73.0,57.0,1,0
11.6,20.5,2.4,67.0,57.0,1,0
11.0,23.5,1.4,67.0,49.0,1,0
25.0,34.0,0.0,63.0,49.0,0,0
20.0,31.8,0.0,62.0,56.0,0,0
24.1,31.9,0.0,71.0,68.0,0,0
17.0,31.8,0.0,71.0,22.0,0,0
6.8,25.0,0.0,63.0,43.0,0,0
10.4,14.8,17.4,79.0,49.0,1,0
1.3,15.6,0.0,82.0,38.0,0,0
12.0,28.7,0.0,79.0,34.0,0,1
3.4,7.8,0.0,76.0,69.0,0,1
8.4,22.1,0.0,62.0,40.0,0,0
5.9,11.7,25.2,67.0,79.0,1,1
13.5,21.8,0.6,70.0,48.0,0,0
4.6,15.3,1.0,95.0,78.0,0,1
13.1,29.1,0.0,67.0,35.0,0,1
15.8,20.4,0.0,59.0,62.0,0,0
16.0,38.9,0.0,11.0,7.0,0,0
0.2,14.0,0.6,87.0,42.0,0,0
5.4,20.4,0.0,51.0,35.0,0,0
5.2,25.1,0.0,79.0,43.0,0,0
13.1,19.6,0.0,74.0,81.0,0,1
8.3,17.0,0.0,65.0,57.0,0,0
16.1,28.3,0.0,48.0,46.0,0,0
17.0,32.3,0.0,67.0,22.0,0,0
9.2,25.8,0.0,47.0,46.0,0,0
26.8,34.4,0.0,61.0,47.0,0,0
7.2,16.1,0.0,74.0,56.0,0,0
7.0,16.2,0.2,59.0,55.0,0,0
18.0,25.2,0.0,67.0,91.0,0,1
7.2,11.2,6.0,62.0,71.0,1,1
16.3,21.3,0.2,67.0,55.0,0,0
10.2,12.0,1.6,89.0,72.0,1,0
11.3,15.9,19.4,85.0,69.0,1,0
12.6,22.2,0.0,61.0,58.0,0,0
5.5,23.3,0.2,63.0,32.0,0,1
9.5,30.0,0.0,47.0,23.0,0,1
17.7,21.9,0.2,84.0,76.0,0,0
-2.9,15.3,0.0,79.0,44.0,0,0
19.3,30.5,0.0,60.0,40.0,0,0
14.2,27.4,0.0,52.0,26.0,0,0
8.5,24.5,0.0,54.0,28.0,0,0
17.7,41.2,0.0,41.0,16.0,0,0
11.4,15.4,1.8,75.0,59.0,1,0
12.2,23.1,0.0,48.0,31.0,0,0
11.3,16.1,6.6,98.0,86.0,1,1
10.1,19.6,0.0,52.0,40.0,0,0
15.2,20.0,0.0,79.0,59.0,0,0
4.2,26.4,0.0,47.0,29.0,0,0
5.2,20.3,0.0,65.0,32.0,0,0
5.7,16.2,0.0,79.0,48.0,0,0
14.7,18.0,10.6,93.0,76.0,1,0
5.8,14.8,0.0,61.0,92.0,0,1
13.8,23.1,1.6,62.0,51.0,1,0
25.1,35.0,0.0,42.0,32.0,0,1
3.0,20.0,0.0,78.0,32.0,0,0
10.9,31.1,0.0,57.0,25.0,0,0
9.8,18.0,0.0,61.0,46.0,0,0
22.4,26.0,0.2,75.0,87.0,0,1
15.6,31.0,0.0,25.0,12.0,0,0
3.4,17.1,0.0,66.0,40.0,0,0
8.6,20.4,11.6,87.0,58.0,1,0
5.8,16.1,0.0,63.0,51.0,0,0
15.5,27.6,0.0,76.0,36.0,0,0
14.8,18.9,4.6,69.0,68.0,1,1
7.9,30.4,0.2,45.0,38.0,0,0
7.2,24.8,0.0,59.0,34.0,0,0
17.0,36.0,0.4,59.0,26.0,0,0
14.8,21.6,0.0,77.0,74.0,0,0
6.2,22.7,0.0,75.0,37.0,0,0
25.2,32.6,0.0,76.0,67.0,0,1
21.1,25.1,34.0,73.0,70.0,1,0
14.7,23.7,0.0,51.0,46.0,0,0
9.5,17.0,0.0,78.0,65.0,0,0
22.3,33.5,0.0,66.0,73.0,0,0
18.6,24.5,1.8,70.0,56.0,1,0
4.6,20.7,0.0,65.0,33.0,0,0
9.0,13.1,4.4,57.0,53.0,1,0
4.6,12.7,0.0,79.0,73.0,0,0
21.2,45.4,0.0,30.0,6.0,0,0
16.2,22.4,0.0,84.0,87.0,0,0
8.3,19.9,1.0,64.0,79.0,0,1
17.5,33.9,0.0,85.0,33.0,0,0
21.1,32.9,0.0,69.0,42.0,0,1
0.8,16.2,0.0,80.0,49.0,0,0
9.3,26.1,0.0,63.0,32.0,0,0
6.4,20.0,0.0,53.0,80.0,0,1
8.7,11.7,2.8,84.0,66.0,1,0
3.4,16.3,0.0,97.0,57.0,0,0
13.9,24.2,0.0,60.0,47.0,0,0
19.3,26.8,0.2,69.0,51.0,0,0
-3.4,14.8,0.0,58.0,40.0,0,0
17.1,33.2,0.0,27.0,64.0,0,0
7.3,17.1,0.0,92.0,53.0,0,0
7.4,19.7,0.8,74.0,56.0,0,0
10.8,31.7,0.0,47.0,17.0,0,0
11.4,14.3,12.6,100.0,99.0,1,0
21.3,34.3,0.0,33.0,17.0,0,0
12.2,22.6,0.0,63.0,43.0,0,0
6.5,19.8,0.0,48.0,25.0,0,0
6.7,19.9,0.0,75.0,33.0,0,0
17.3,22.1,0.0,60.0,45.0,0,0
13.2,23.4,0.0,41.0,32.0,0,0
9.9,17.2,1.6,67.0,58.0,1,0
10.2,31.3,0.0,64.0,28.0,0,0
22.5,30.3,0.2,73.0,58.0,0,0
6.2,19.7,0.0,80.0,63.0,0,1
11.5,15.1,4.4,97.0,76.0,1,0
7.7,19.0,0.2,78.0,57.0,0,0
19.1,24.7,0.2,77.0,73.0,0,0
16.8,37.0,0.0,66.0,29.0,0,0
15.5,30.0,2.2,49.0,37.0,1,0
23.6,29.2,38.2,82.0,86.0,1,1
13.9,27.9,0.0,51.0,22.0,0,0
17.0,22.1,4.2,41.0,51.0,1,0
8.6,24.5,7.4,61.0,26.0,1,0
19.9,32.7,3.6,94.0,54.0,1,0
11.6,33.8,0.0,52.0,27.0,0,0
12.9,31.6,0.0,66.0,24.0,0,0
10.3,19.5,0.0,73.0,68.0,0,0
14.8,18.2,13.8,86.0,67.0,1,1
8.8,16.0,7.0,97.0,79.0,1,1
17.0,24.8,0.0,63.0,58.0,0,1
26.4,34.2,0.0,66.0,55.0,0,0
19.0,24.4,0.0,79.0,79.0,0,0
25.6,32.1,10.2,76.0,75.0,1,0
2.8,16.7,0.0,98.0,45.0,0,0
5.1,8.0,0.0,64.0,76.0,0,0
1.7,14.6,0.0,78.0,53.0,0,0
7.0,15.4,0.0,75.0,59.0,0,1
5.0,19.5,1.6,49.0,39.0,1,1
18.3,36.1,0.0,27.0,20.0,0,0
-1.2,13.7,0.0,71.0,40.0,0,1
13.5,25.8,0.0,50.0,58.0,0,1
9.2,19.4,0.0,48.0,31.0,0,0
6.4,18.3,0.0,56.0,48.0,0,0
14.9,41.1,0.0,58.0,12.0,0,0
11.9,30.0,0.0,79.0,33.0,0,0
3.7,25.1,0.0,26.0,16.0,0,0
13.8,29.1,0.0,26.0,15.0,0,0
7.2,27.8,0.0,60.0,27.0,0,0
2.6,20.3,0.0,75.0,47.0,0,0
12.3,18.8,32.8,86.0,75.0,1,1
9.3,23.2,0.0,53.0,33.0,0,0
10.4,22.3,0.0,83.0,52.0,0,0
16.3,39.9,0.0,32.0,41.0,0,0
12.2,21.1,0.0,39.0,36.0,0,0
18.2,26.8,0.0,72.0,47.0,0,0
20.5,29.1,0.0,62.0,51.0,0,1
12.1,21.6,0.0,81.0,61.0,0,1
14.8,21.4,0.0,54.0,61.0,0,0
19.0,36.3,0.0,31.0,19.0,0,0
11.2,21.0,0.0,71.0,61.0,0,0
24.1,37.2,0.0,35.0,20.0,0,0
